text,label
"Bộ trưởng Bruno Bruins, 56 tuổi, sau đó giải thích trên Twitter về sự cố này là do ông đã làm việc quá sức liên tiếp trong những tuần gần đây.",1
"CA BỆNH 266 ( BN 266 ) : Bệnh_nhân nữ , 36 tuổi , trú tại Thường_Tín , Hà_Nội .Ngày 08-10/3 , bệnh_nhân đến chăm mẹ tại Khoa_Phục hồi chức_năng , Bệnh_viện Bạch_Mai .Ngày 12/3 , bệnh_nhân có biểu_hiện ngứa họng .Từ ngày 30/3 bệnh_nhân cách_ly tại nhà .Ngày 12/4 , bệnh_nhân được lấy mẫu bệnh_phẩm và cho kết_quả xét_nghiệm dương_tính với SARS-CoV -2 vào ngày 14/4 .Hiện bệnh_nhân được cách_ly , điều_trị tại Bệnh_viện Bệnh Nhiệt_đới Trung_ương cơ_sở 2 .< URL >",1
"Một cơ_sở y_tế tại Quận Snohomish , Washington đầu tuần này thông_báo rằng bệnh_nhân nhiễm virus corona mới đầu_tiên tại Mỹ đã được điều_trị thành_công bằng thuốc Remdesivir .Bệnh_nhân này hiện đã được xuất_viện , đang hồi_phục và tự cách_ly tại nhà .Quý_vị cũng có_thể xem trực_tiếp trên : Channel 57.14 KJLA ( Southern_California ) Roku_App : Vietmedia_Channel ...Website : www.vietmedia.tv YouTube : https://bit.ly/2S3xFtp # Vietmedia # VMTV Xem thêm",1
"TIN NÓNG_HỔI TIN_VUI CHO CẢ NHÀ NHÉ .LÊN CẢ THỜI_SỰ HÀN_QUỐC RỒI .BÁC NÀO CHƯA KỊP MUA SÂM DÙNG GIÚP TĂNG ĐỀ_KHÁNG CORONA , THÌ HÃY MUA SỚM ĐI AH ...SÂM SẮP SẮP TĂNG_GIÁ CHÓNG_MẶT TV có nói trong tình_hình dịch_bệnh CORONA ( 코로나 ) hiện_nay , tuy nhân_sâm hàn_quốc ko thể chữa khỏi bệnh nhưng lại có khả_năng nâng cao sức đề_kháng phòng_chống bệnh ạ .. và sâm tốt nhất là sâm vùng kumsan ( 금산 ) e vân bán cho mn lâu_nay đó ạ .Ăn_SÂM có_thể đẩy_lùi đc 25% về bệnh đường hô_hấp và khoảng 69% về bệnh lây_nhiễm Xem thêm",0
"Bế_tắc trong cuộc_sống nên cho con và cháu gái uống thuốc_ngủ để cùng chết , bà Nguyễn_Thị_Thảo , 50 tuổi , bị truy_tố ở khung_hình_phạt cao nhất .VKSND TP HCM vừa ban_hành cáo_trạng truy_tố bà Thảo về tội Giết người theo khoản 1 , Điều 123 BLHS có hình_phạt từ 12 đến 20 năm , tù chung_thân hoặc tử_hình .Tuy_nhiên , VKS đề_nghị toà áp_dụng các tình_tiết giảm nhẹ cho bà Thảo như : phạm_tội vì hoàn_cảnh đặc_biệt khó_khăn , chưa gây thiệt_hại , thành_khẩn khai_báo , ăn_năn hối_cải ...Theo cáo_trạng , bà Thảo sống cùng con gái 11 tuổi và cháu gái 6 tuổi tại nhà_trọ trong chợ Võ_Thành_Trang , quận Tân_Bình .Do hoàn_cảnh khó_khăn , công_việc không ổn_định , chồng và con gái lớn bỏ đi nên bà Thảo buồn chuyện gia_đình nảy_sinh ý_định tự_tử .Chiều 1/5/2019 , sau khi uống hết 15.000 đồng rượu , bà Thảo đưa cho con gái 20.000 đồng kêu đi mua vỉ thuốc_ngủ về cho bà "" uống để chết "" .Cô bé ra tiệm thuốc_tây gần nhà mua một vỉ 10 viên đưa cho mẹ rồi hỏi : "" Mẹ chết con sống với ai "" .Hai đứa trẻ ôm mẹ và bà ngoại khóc đòi chết theo .Sợ mình chết không ai nuôi con và cháu nên bà Thảo đưa tiếp cho cô bé 20.000 đồng đi mua thêm vỉ khác về "" uống để cùng chết "" .Khi con mang vỉ thuốc thứ 2 về , bà Thảo chia cho con và cháu mỗi đứa 5 viên .Uống xong , ba người ôm nhau ngủ .Lúc sau , em kết_nghĩa của bà Thảo là bà Hồng đến thăm .Đến nơi , bà gọi mãi không đánh_thức được bà Thảo , hai đứa trẻ lả đi .Bà Hồng tri_hô , cùng hàng_xóm đưa hai bé đến Bệnh_viện Nhi_Đồng 1 , bà Thảo cũng được đưa đến Bệnh_viện quận Tân_Phú .Cấp_cứu kịp_thời , bà Thảo cùng con và cháu thoát chết .Làm_việc với cơ_quan điều_tra , bà Thảo nhiều lần khóc vì hối_hận .Do hoàn_cảnh đặc_biệt khó_khăn nên bà được tại_ngoại để đi làm , kiếm tiền nuôi con_cháu .Theo Vnexpress",1
"Con cưng của tỷ_phú , ấm quá còn gì : ) ) ) ) [ < URL > ] ( < URL > )",1
""" Hãy ngồi yên khi Tổ_quốc cần "" .Dù vừa mấy hôm trước , chính họ đã lên_tiếng thoá_mạ bệnh_nhân thứ 17 về việc đi chơi khắp_nơi lây_nhiễm cho nhiều người .Hay cũng mấy hôm trước , họ lên_tiếng mắng_chửi một ông_bầu chân dài từ_chối cách_ly .Nhưng họ vẫn cứ thu_gom đồ_đạc và lên_đường về quê với suy_nghĩ : Về quê an_toàn hơn ...- - - Lá chắn virus Corona - bắn tin cực nhanh !Tải app Lotus để follow : < URL > # LaChanVirusCorona # Lotus # VCCorp # ICT _ anti _ nCoV",1
"Theo thống_kê của Cổng thông_tin Nhân_đạo Quốc_gia ( 1400 ) , đã có hơn 2,1 triệu tin nhắn ủng được gửi tới chương_trình “ Toàn dân ủng_hộ phòng , chống dịch_bệnh Covid-19 ” .",1
"'KHÔNG NÊN ĐỐN HẠ CÂY PHƯỢNG VÔ TỘI VẠ'

Bà Đỗ Thị Thanh Huyền, Giám đốc Trung tâm Bảo tồn Thiên nhiên Gaia, <URL>, lo ngại nhiều trường học, cơ quan sẽ chặt hàng loạt cây phượng, sau một số vụ tai nạn đáng tiếc.

Sau sự cố cây phượng tại trường THCS Bạch Đằng (quận 3, <URL>) bật gốc, khiến học sinh tử vong, một số trường học tại các địa phương khác cũng có sự cố tương tự. Nhiều trường đã cho hạ tán, cắt tỉa, thậm chí đốn hạ cây phượng.

""Đáng tiếc nếu các trường đốn bỏ toàn bộ cây phượng""
Trao đổi với Zing, bà Đỗ Thị Thanh Huyền, cho rằng các mảng xanh trong trường học, đặc biệt tại thành phố lớn, góp phần khích lệ và duy trì tương tác của học sinh với thiên nhiên, tạo sự cân bằng trong quá trình phát triển thể chất và tinh thần, khích lệ tính sáng tạo và tư duy tích cực của các em.

""Tôi rất lo lắng và sẽ rất đáng tiếc nếu các trường đốn bỏ toàn bộ cây phượng"", bà Huyền nói.

Với những ý kiến cho rằng cây phượng không thích hợp trồng trong trường học, bà Huyền nói đây là ý kiến cực đoan, một chiều. Khi trồng phượng hoặc bất cứ loại cây nào khác, mọi người nên hiểu về đặc tính của chúng.

Theo giám đốc Trung tâm Bảo tồn Thiên nhiên Gaia, cây phượng tồn tại từ 30-50 năm, thân cây dễ mục, rỗng và dễ bị sâu bệnh tấn công. Cây trồng khoảng 25-30 năm, nên thay thế. Loại cây này cần được trồng trên diện tích đất đủ rộng, rễ bám vào đất.

""Vấn đề là các trường đem cây phượng về trồng khi nó đã lớn, đường kính 20-30 cm, để cây nhanh kết tán và có bóng mát. Chính vì thế, rễ cây thường ít phát triển, không bám sâu vào lòng đất và rất dễ bị mục.

Hơn nữa, ở thành phố, mức độ bê tông hóa cao, cây không có không gian để phát triển bộ rễ. Một cây phượng ngoài tự nhiên, bộ rễ có thể to ít nhất gấp 2 lần tán lá của nó. Nhưng ở trường học hoặc trong thành phố, do không có không gian, bộ rễ chỉ bám nông trên mặt đất nên rất dễ đổ"", bà Huyền phân tích.

Bà khuyến khích các trường rà soát tuổi đời, vấn đề sâu bệnh của cây phượng trồng trong trường. Nếu cây có tuổi đời khoảng 25 năm, trường nên chủ động thay cây mới, chứ không nên đốn hạ theo kiểu ""vô tội vạ"" một cách cảm tính.

Nếu trồng phượng phải theo dõi thường xuyên
GS Lê Huy Bá, nguyên Viện trưởng Viện Khoa học Công nghệ và Quản lý Môi trường (ĐH Công nghiệp <URL>), phân tích một trong những nguyên nhân khiến nhiều cây phượng bật gốc gần đây là việc bê tông hóa xung quanh cây.

""Chúng ta trồng cây nhưng lại đổ bê tông, lát gạch lên toàn bộ phần rễ của nó, chỉ để lại một hố ở phần gốc. Bộ rễ sẽ không 'thở' được, rễ cây ăn nổi nhiều hơn, dễ bật gốc"", GS Lê Huy Bá nói.

Chung nhận định về vấn đề này, PGS Đặng Văn Hà, Viện trưởng Kiến trúc Cảnh quan và Cây xanh đô thị, ĐH Lâm nghiệp, cho rằng những sự cố của cây phượng trong thời gian qua bắt nguồn từ lựa chọn cây và thiết kế, xây bồn bảo vệ không đúng.

""Các trường xây bồn bằng gạch hoặc bê tông, cao 40-45 cm, sau đó lại đổ lớp đất dày vào trong bồn. Đất càng dày, rễ càng khó hô hấp và dần cũng thối, hỏng. Nhìn phía trên, cây vẫn xanh tươi nhưng thực tế gốc rễ không còn sự sống"", PGS Hà cho biết.

Theo GS Bá, chúng ta không thể loại bỏ hoàn toàn cây phượng khỏi trường học. Cây phượng là một trong những cây có tán rộng, hoa đẹp, gắn với kỷ niệm học trò. Cây phượng nên được trồng ở trường học, vấn đề là phải thường xuyên theo dõi, chăm sóc. Không nên cực đoan thái quá sau vụ việc cây phượng bật gốc mà đốn bỏ toàn bộ.

Theo ông, khi trồng phượng, các trường học, cơ quan nên chọn cây nhỏ, không nên làm bê tông hóa khu vực rễ cây, cố gắng để nước, phân bón có thể thoát xuống phần gốc, nếu tốt hơn thì có thể bón phân theo tán cây.

Ngoài ra, với những cây to, đường kính từ 40 cm, rễ bắt đầu trồi lên, cành nhánh rất giòn, dễ gãy, gốc rất dễ mục... Do vậy, hàng năm phải có chuyên gia ""thăm khám"" cho cây.

PGS Hà cho rằng nếu vẫn muốn trồng phượng trong trường, nhà trường phải theo dõi thường xuyên từ khi cây còn nhỏ, khi trồng phải chống đỡ, cắt tỉa tán để tạo thế cân đối. Mùa mưa bão, trường phải cắt bớt cành yếu để đảm bảo an toàn.

""Khi trồng cây ở cơ quan, trường học, nơi đông người qua lại, chúng ta cần theo dõi. Cây đến tuổi phải thay thì ",1
"Các CDC khác cũng nộp lại và xin lỗi đê...

“Thứ trưởng Bộ Công an Lương Tam Quang cho biết CDC Hà Nội đã nâng khống giá máy xét nghiệm Covid-19 lên gấp 3 lần và các đối tượng đã khai nhận hành vi phạm tội, tự nguyện khắc phục hậu quả và nộp lại số tiền chênh lệch...”",1
